13	41	3	23	12	16
12	32	30	49	3	18
34	12	14	24	36	23
30	13	36	44	23	4
31	44	6	49	5	39
29	44	6	37	22	18
27	44	8	16	12	4
26	37	9	44	46	24
47	20	31	26	21	5
10	26	37	8	31	22
26	8	42	39	36	14
34	38	42	39	9	5
38	22	46	4	27	36
37	6	41	22	21	42
29	1	19	9	49	16
23	40	35	12	17	27
18	5	22	6	38	43
26	42	43	12	35	36
14	1	23	27	33	30
26	35	38	20	42	8
30	42	1	48	32	45
41	6	4	47	17	19
6	28	9	26	20	22
26	10	3	49	24	38
42	16	18	3	37	19
25	10	32	7	43	22
32	39	19	25	2	30
46	32	14	31	12	1
19	33	21	10	24	35
18	4	40	36	47	34
45	39	41	49	3	1
43	31	39	32	4	34
22	12	37	31	6	42
36	33	38	43	35	5
36	34	35	11	33	17
23	40	14	46	10	16
30	22	11	7	42	1	5
3	18	25	11	10	1	9
21	14	18	29	45	2	48
42	30	8	18	15	9	47
6	42	25	20	32	4	26
11	18	6	24	19	39	40
36	24	49	10	9	23	7
22	14	4	38	7	9	31
17	30	12	18	32	6	25
37	10	34	41	40	7	23
21	12	49	44	34	10	9
6	8	4	31	10	15	45
44	26	16	46	22	9	7
30	49	44	5	28	24	9
36	27	32	18	23	22	39
34	49	26	15	18	17	3
34	6	30	13	2	1	5
12	37	44	31	21	9	6
8	48	31	30	26	22	25
42	6	1	29	28	7	38
29	14	40	24	26	30	13
25	33	5	43	20	41	35
43	22	10	34	18	35	20
24	37	30	33	8	7	27
49	41	11	14	6	8	40
3	27	29	32	36	18	40
41	17	15	40	27	26	29
13	4	11	15	46	47	38
32	6	46	25	18	41	36
2	3	21	22	44	6	4
20	25	17	46	41	13	15
44	20	35	15	38	17	3
44	31	6	8	29	9	41
20	14	5	26	41	30	34
26	19	2	25	39	14	31
1	26	44	8	27	29	2
23	47	5	22	14	37	15
40	24	36	12	32	42	31
6	34	39	30	25	27	33
34	49	5	27	35	37	30
6	14	20	34	46	12	29
45	12	31	36	47	25	13
28	27	20	18	12	1	7
19	48	29	39	49	42	8
21	3	46	38	1	26	42
10	37	21	4	31	35	19
24	6	5	22	8	2	39
24	9	39	29	49	26	23
36	33	30	9	48	27	35
36	30	39	18	47	2	25
18	34	32	22	29	44	38
38	15	49	42	41	5	30
43	10	32	35	19	13	37
32	22	39	43	41	13	47
30	13	3	17	44	37	16
48	10	37	20	28	46	21
5	10	34	29	18	21	6
40	16	17	2	34	39	35
12	31	2	39	15	24	4
44	7	39	9	48	31	30
46	32	4	49	11	7	23
42	37	29	46	7	19	32
14	24	32	42	36	11	43
44	40	27	4	25	33	30
37	49	19	48	21	32	43
39	47	37	3	25	9	27
6	17	21	46	1	24	34
35	11	16	44	17	41	5
17	44	36	2	29	14	48
6	47	8	16	33	20	10
39	11	8	4	17	38	35
17	39	47	44	26	6	11
19	2	38	49	16	46	44
46	27	32	25	15	48	31
9	29	49	16	4	39	8
26	20	45	13	42	44	33
10	1	2	35	30	29	14
25	8	35	22	49	3	10
17	36	28	27	18	25	45
2	22	15	28	24	35	14
5	45	7	48	20	40	10
42	49	18	35	40	20	39
20	42	39	27	44	7	33
40	16	17	43	26	3	27
41	4	33	36	40	27	18
9	24	38	10	5	8	6
30	17	16	5	42	24	39
42	18	34	3	45	37	1
37	27	15	48	41	14	40
47	23	44	6	7	16	17
38	1	32	8	28	9	3
3	44	12	35	36	48	38
5	7	41	18	22	38	13
46	19	45	31	27	22	47
15	13	33	23	29	7	8
9	22	24	6	30	33	41
41	29	31	19	36	48	33
4	47	46	3	6	18	24
13	28	10	3	23	14	9
48	32	27	36	3	23	5
5	13	43	3	8	2	21
35	37	19	24	38	36	21
1	13	43	16	30	6	37
37	15	41	32	7	26	44
2	48	12	47	41	19	26
8	45	42	40	28	23	14
44	27	21	12	41	18	29
17	33	49	45	39	37	26
8	2	4	31	6	44	36
41	13	11	38	42	35	8
9	1	38	12	24	31	28
47	37	3	34	26	6	41
36	37	49	41	47	27	42
4	31	25	21	26	18	5
13	33	7	43	8	32	40
5	43	32	28	13	10	35
4	11	33	48	32	20	30
24	32	49	36	15	13	26
38	10	33	23	45	26	6
25	22	20	26	33	37	31
13	21	31	4	25	26	46
27	39	2	31	18	38	29
34	16	28	30	48	1	7
16	39	20	12	41	6	46
28	1	13	25	30	18	32
11	29	10	26	32	45	6
18	3	20	21	40	30	9
11	40	42	14	48	25	27
30	28	33	3	37	7	45
23	47	29	44	28	2	9
21	44	24	22	10	9	43
44	3	46	5	34	25	16
12	47	32	26	13	16	33
41	45	12	43	11	39	18
47	9	23	17	36	5	2
49	20	48	26	44	13	37
32	36	23	49	42	4	37
20	13	27	17	48	33	23
11	37	6	25	32	42	30
7	23	16	41	37	42	1
40	29	19	43	21	37	15
40	28	38	24	27	20	1
14	11	15	25	6	46	12
37	3	9	18	39	10	4
31	5	42	21	47	3	32
37	15	10	32	39	36	18
11	13	36	2	40	20	14
33	44	29	37	18	23	4
21	38	33	24	15	39	40
1	43	32	23	13	25	28
42	32	49	44	39	48	23
37	39	2	25	16	26	34
12	39	2	38	9	15	20
33	21	47	39	28	13	18
44	47	35	6	20	7	42
24	8	49	32	21	43	9
14	3	6	22	32	19	29
29	7	3	42	20	26	32
25	43	9	42	17	8	34
49	36	33	21	10	3	8
38	5	40	13	20	25	49
36	48	41	34	47	26	9
20	43	4	1	30	47	41
23	4	31	29	43	37	8
9	38	35	3	34	20	28
3	19	24	38	14	18	6
15	35	12	17	36	25	41
24	46	7	31	35	25	12
45	8	35	12	2	20	16
44	43	19	30	24	41	32
11	10	9	7	23	18	44
3	32	11	36	28	13	14
2	42	38	27	28	25	3
10	42	21	11	6	48	32
41	49	18	4	6	39	34
17	48	6	44	35	29	15
6	28	27	18	36	21	4
43	47	29	8	23	27	31
16	12	28	20	41	8	22
32	37	36	30	15	33	40
17	12	34	11	23	41	37
11	2	26	47	1	3	35
33	9	15	18	11	46	10
40	37	10	41	33	28	18
13	48	47	33	45	18	6
6	2	13	26	32	34	16
43	23	39	45	2	37	7
17	23	2	19	38	47	15
3	17	5	47	37	49	46
46	49	18	1	34	29	35
39	30	8	34	35	29	41
45	16	8	14	30	29	38
16	43	14	7	3	45	20
49	8	44	5	15	40	27
43	2	48	7	24	16	12
3	7	34	24	1	43	42
4	37	23	35	17	24	18
6	25	32	22	24	10	47
21	35	24	20	3	42	15
10	32	47	36	20	9	4
16	4	48	18	28	7	3
26	21	20	2	36	23	42
20	44	23	38	36	39	43
5	4	39	24	30	32	31
42	27	8	10	2	14	4
33	44	22	35	6	41	24
11	49	13	32	10	39	1
4	49	44	18	46	32	45
48	6	10	31	44	46	17
35	33	28	29	3	40	11
19	44	36	28	47	10	32
36	1	11	29	7	14	17
22	26	39	31	10	24	28
10	33	26	49	15	5	19
27	47	38	34	16	30	46
15	30	8	39	2	27	29
20	5	7	44	22	13	24
3	43	31	49	46	9	33
7	31	2	8	41	27	32
32	15	8	6	31	11	45
28	26	23	18	44	49	35
38	26	33	27	46	40	8
18	7	36	13	22	26	10
24	41	46	25	26	2	16
27	14	9	36	24	33	28
13	3	21	14	31	15	2
47	19	11	1	49	8	37
3	49	35	4	29	38	16
46	26	14	23	6	8	22
32	2	26	10	15	37	8
47	4	41	45	9	14	3
9	16	37	44	29	17	5
27	43	15	18	29	2	17
13	30	29	27	47	4	38
36	14	26	3	46	23	38
15	47	29	6	30	38	34
8	45	11	18	10	23	36
4	6	15	25	35	49	21
33	3	26	21	8	42	41
16	30	12	39	10	42	31
48	14	39	43	45	40	29
11	45	6	27	24	31	9
29	49	8	13	18	35	41
47	44	7	24	15	6	19
35	37	44	16	36	10	28
37	12	36	6	48	16	31
11	34	40	43	15	16	38
38	9	13	23	40	27	29
5	6	32	29	30	45	13
10	42	30	29	2	25	43
16	48	47	46	21	31	41
28	33	49	9	18	4	40
28	27	15	32	1	26	25
43	11	12	10	35	7	2
47	10	36	33	39	48	20
36	1	11	14	48	16	3
40	15	13	34	1	49	41
9	23	22	40	3	41	6
14	35	34	39	19	42	17
4	47	17	42	41	12	22
20	16	15	45	29	12	26
19	49	29	2	36	43	34
41	31	32	15	30	48	9
44	35	14	22	48	25	33
23	47	27	17	6	5	18
12	48	44	42	40	36	39
17	49	32	36	10	11	35
2	49	37	29	47	13	21
45	33	44	49	36	24	16
23	25	40	44	18	12	38
12	39	22	1	45	31	30
16	38	5	9	40	41	44
22	11	8	35	10	2	46
48	39	17	42	3	41	32
23	39	8	31	33	35	44
45	46	24	11	3	49	29
47	33	8	49	38	44	9
40	38	48	18	32	34	9
47	21	22	1	14	3	35
37	22	43	5	36	15	17
33	22	13	48	11	27	35
15	4	9	38	22	45	41
15	35	32	21	5	34	38
20	14	8	27	6	34	38
19	29	27	44	31	38	36
12	6	1	11	20	16	17
16	14	30	25	23	36	28
2	10	49	41	38	14	11
37	2	42	30	19	31	9
9	49	34	14	38	13	16
3	39	20	21	43	38	8
7	11	15	22	37	39	42
30	20	19	46	6	48	5
24	47	36	38	5	40	49
42	3	7	11	43	26	14
8	41	32	48	15	45	11
49	9	28	46	38	29	3
27	32	48	20	26	9	40
13	12	36	7	5	1	10
32	23	29	44	18	40	15
41	29	39	31	27	4	6
35	28	36	32	1	5	27
1	26	7	19	31	38	3
2	44	24	26	5	6	12
31	32	23	4	1	19	38
33	7	32	41	27	25	38
31	2	21	36	41	11	28
34	10	17	38	33	28	16
43	22	9	31	35	48	20
10	25	7	41	28	17	24
33	7	29	32	14	19	6
19	24	45	29	43	20	30
27	4	12	41	19	45	48
11	17	6	48	20	4	23
40	46	26	18	30	32	33
15	32	10	27	46	25	49
18	4	20	22	5	41	40
38	45	29	48	13	37	33
3	43	38	35	29	49	37
46	13	48	1	23	9	36
20	22	26	32	12	15	4
49	38	44	27	3	18	36
24	19	20	11	1	34	6
25	29	44	15	12	30	7
32	29	18	38	1	8	20
20	46	35	2	29	11	47
3	6	4	2	5	26	16
46	7	39	36	42	6	17
36	4	29	18	25	34	35
26	12	24	13	9	48	27
17	47	39	16	23	3	24
28	11	40	49	42	46	44
33	39	35	14	41	18	24
11	43	12	42	1	13	37
19	48	5	21	43	31	32
13	42	24	25	12	41	49
31	12	49	35	30	34	15
16	14	18	48	1	49	5
25	6	32	24	23	15	31
15	30	3	5	44	38	9
3	22	36	11	43	44	33
34	27	49	31	35	28	30
16	3	21	44	33	29	18
27	42	9	33	20	21	48
22	49	42	40	33	19	27
9	41	4	24	20	23	34
14	1	28	43	21	47	11
24	35	30	34	17	19	26
35	14	34	1	36	19	9
45	35	44	28	24	21	37
25	18	42	22	29	12	44
19	42	10	27	45	35	8
19	17	20	44	29	6	25
30	12	7	42	4	3	10
27	34	5	35	22	3	20
45	49	14	23	1	10	7
25	7	12	5	49	34	46
47	27	19	30	23	14	34
1	8	7	41	24	9	36
5	24	43	48	2	37	20
44	28	43	19	4	46	48
19	22	46	6	47	7	3
6	20	38	17	2	25	35
33	24	18	30	5	23	1
47	2	1	12	40	30	41
37	20	4	6	29	31	33
38	22	33	35	31	32	14
40	30	15	28	10	25	32
45	21	34	41	19	30	16
26	27	43	23	12	31	38
4	24	33	11	20	48	46
17	9	15	40	10	20	27
27	11	5	3	36	32	43
29	13	22	5	14	32	39
42	7	44	26	12	49	34
29	2	8	4	5	42	20
39	20	43	33	36	38	41
48	11	25	1	42	17	33
5	41	22	44	16	45	31
11	13	1	7	25	15	43
21	15	33	32	16	25	30
14	39	30	7	36	38	45
9	38	16	34	4	40	45
5	25	37	43	29	6	32
31	49	19	36	40	32	45
9	29	35	40	16	26	48
21	39	27	25	9	40	6
25	35	44	37	1	33	30
40	32	49	46	28	24	39
29	43	6	13	42	28	31
16	44	18	24	29	36	25
11	8	15	17	2	35	23
9	28	3	31	38	24	22
40	2	14	44	9	38	4
33	13	5	32	28	27	45
26	18	47	21	32	16	1
38	26	39	16	19	32	5
1	31	32	20	25	39	19
46	1	43	27	4	28	19
22	32	25	23	36	35	31
16	47	41	40	29	39	17
18	43	25	4	10	20	40
35	18	26	39	9	45	29
10	11	35	1	7	2	31
26	38	3	32	1	48	27
39	47	37	38	2	26	11
21	32	24	30	10	33	29
35	29	13	49	11	5	47
37	46	22	48	43	17	26
39	49	24	26	27	41	33
8	1	23	37	47	6	49
48	4	10	37	43	14	12
46	4	45	32	42	43	35
40	4	26	15	11	33	30
24	27	31	11	48	40	42
28	11	20	33	18	13	2
17	47	2	27	5	7	46
17	42	12	8	37	26	31
46	28	31	37	4	6	10
49	48	1	28	3	47	26
40	38	43	13	2	12	16
28	12	15	3	37	35	47
41	39	42	44	34	32	49
16	12	49	13	33	21	5
29	21	48	4	47	23	16
41	9	34	43	46	42	19
15	21	25	38	10	48	14
44	49	5	25	41	33	1
45	36	30	49	11	9	25
10	2	15	44	14	28	13
37	38	3	9	33	36	32
9	21	2	24	42	11	32
48	18	2	27	25	7	39
3	14	7	35	33	38	11
41	42	49	36	44	29	11
46	1	7	29	28	31	16
15	11	34	1	10	9	48
13	42	2	22	8	43	14
8	35	13	23	39	34	7
6	15	2	31	48	49	42
17	4	25	32	36	22	43
42	18	6	40	35	29	44
16	12	14	27	43	6	37
39	40	22	11	37	42	16
18	6	23	31	38	22	7
33	21	25	38	44	37	10
18	27	6	23	2	22	39
10	35	29	47	17	6	7
14	34	24	28	22	2	38
26	7	44	12	29	6	43
30	15	32	41	28	2	44
27	35	6	25	1	38	47
28	12	40	2	6	4	36
38	33	27	19	26	12	13
33	28	12	36	32	48	1
23	20	8	28	27	41	9
42	41	25	6	9	30	7
38	25	2	15	10	9	4
3	8	40	11	42	37	15
27	18	37	22	23	4	21
26	7	42	5	24	3	21
2	14	16	20	26	15	37
2	4	40	38	30	1	46
26	42	40	20	30	7	14
33	10	40	37	2	41	38
29	1	33	20	4	35	49
27	19	40	39	31	44	42
18	47	25	49	48	12	29
44	11	8	48	46	2	32
43	24	49	27	19	12	15
37	11	30	13	25	3	26
2	46	20	16	8	42	40
11	1	42	12	47	26	35
47	3	27	31	18	36	35
45	31	7	10	41	21	32
1	48	29	33	8	9	2
23	22	38	47	49	7	10
47	28	4	20	30	49	37	# 2. März 2002
38	40	43	44	5	4	42	# 9. März 2002
7	44	39	25	2	27	34	# 16. März 2002
18	47	15	17	10	48	44	# 23. März 2002
43   4   8  38  37  44  21  # 30. März 2002
24  17   7  46   5  23  16  # 06. April 2002
 9  18  27  29  33  36  49  # 13. April 2002
11  49  39  42   6   7   9  # 20. April 2002
42   8   6  21  10   1   5  # 27. April 2002
38  32  39  34  47  49  10  # 04. Mai 2002
16  29  14  43  46  40  12  # 11. Mai 2002
43  38   9  44  34  15   1  # 18. Mai 2002
 7  31  22   5   1  19   3  # 25. Mai 2002
 7  48  18   3  36  11  13  # 01. Juni 2002
11  38   6  28  34  46  29  # 08. Juni 2002
36  23   5  16  39  37  17  # 15. Juni 2002
 8   7  49  10  18  27  25  # 22. Juni 2002
29  44  30  25   6   5  35  # 29. Juni 2002
19  45   6  39  13  16   8  # 06. Juli 2002
 2  43   1  21  36  30  20  # 13. Juli 2002
 3  34  24  36  11  31  35  # 20. Juli 2002
39   8  10  41  40  26  22  # 27. Juli 2002
18  27  26  44   7   5  21  #  3. Aug  2002
 9  10  13  26  31  34  15  # 10. Aug  2002
20   4   7   5  29  44   1  # 17. Aug  2002
 3  27  25  19  34  16  24  # 24. Aug  2002
39  40  41  21  43  35  16  # 31. Aug 2002
29  17  16  37  18  19  34  # 07. Sep 2002
23  27  39   8  30  20  15  # 14. Sep 2002
 8  11  14  36  48  37  38  # 21. Sep 2002
29  10  12  40   6  28  24  # 28. Sep 2002
30  33  26  39  11   1   4  # 05. Oct 2002
17   6  16  35   7  12   1  # 12. Oct 2002
42  28  21  43  34   1  48  # 19. Oct 2002
43  30  16  34  15  41  23  # 26. Oct 2002
30  17  34   5   7  44  12  # 02. Nov 2002
38  24  32  27  43   1  18  # 09. Nov 2002
44  24  14   7   3  13  36  # 16. Nov 2002
32  44  16  34  43  12   3  # 23. Nov 2002
11   9  10   7  43  47  14  # 30. Nov 2002
34  24   6  40   8   9  46  # 07. Dec 2002
13   3  22   6  17  38  36  # 14. Dec 2002
22  41  12  19  48  11   7  # 21. Dec 2002
35  42  24  17  13  27   1  # 28. Dec 2002
 6  17  18  19  24  44  46  # 04. Jan 2002
48  38  32   9  12  43  44  # 11. Jan 2003
17  41   6  49  35  39  19  # 18. Jan 2003
13  18  47  37   9   6  10  # 25. Jan 2003
38  43  36  47  44  20  22  # 01. Feb 2003
 8  32  33  38  48  25  49  # 08. Feb 2003
 4  18  30  12   6  24  36  # 15. Feb 2003
 8  22  49  31  23  35  26  # 22. Feb 2003
18  45  14  10  40  30  39  # 01. Mar 2003
39  12  46  45  14  17  26  # 08. Mar 2003
47   7  33  46  42  13  49  # 15. Mar 2003
45  36  47  28  17  44  33  # 22. Mar 2003
14  22  43  46  16  18   9  # 29. Mar 2003
 9   3   1  19  47  42  44  #  5. Apr 2003
27  32  34  40  14  13  20  # 12. Apr 2003
10  31   4  46   3  16  43  # 19. Apr 2003
45  26  17  31   8  24   6  # 26. Apr 2003
41  32   5  14  48  23  27  #  3. May 2003
 9  20  13  38  11   7   2  # 10. May 2003
22  10  44  37  35   1   3  # 17. May 2003
33   3  28  46  14  15   4  # 24. May 2003
38  24  26  12  21  29  10  # 31. May 2003
44   2  37  34  38  41  11  #  7. Jun 2003
 5   2  21  48  38  23  39  # 14. Jun 2003
19  17  34  23  47  26  11  # 21. Jun 2003
16  28  14   9  13  47  48  # 28. Jun 2003
 2   8  10  45  46  39  40  # 05. Jul 2003
 5  47  28  21   4  25  18  # 12. Jul 2003
44  18  24  28  15  30  17  # 19. Jul 2003
18  31   7  36  37   6  46  # 27. Jul 2003
21  12   2  15   1   3  14  # 02. Aug 2003
12   2   1  31  34  11  25  # 09. Aug 2003
12  45  38  17   4  14  39  # 16. Aug 2003
34  31  15   2   7   6  32  # 23. Aug 2003
33   7  25  19  49  42   8  # 30. Aug 2003
15   8  16   4  26  18  19  # 06. Sep 2003
11  18  25  22  19  42  37  # 13. Sep 2003
34  11  26  47   3  27  46  # 20. Sep 2003
44  17  40  35   7  39  14  # 27. Sep 2003
30  49  16  19  25  11  12  # 04. Oct 2003
47  33   7  35  28  31  45  # 11. Oct 2003
 4  35  37  32  41  15  27  # 18. Oct 2003
27  24  35  49  25  38   2  # 25. Oct 2003
32  18   4  22  43  21  35  # 01. Nov 2003
16  47  44  41  31  27  25  # 08. Nov 2003
38  22   4  33  36  19  40  # 15. Nov 2003
 5  39   8  31  37  25  47  # 22. Nov 2003
31   8   4  49  28  48   7  # 29. Nov 2003
41  33  24  20  35  43  44  # 06. Dec 2003
29  44  11   5  30  26  46  # 13. Dec 2003
30  24  31  37  43   2  13  # 20. Dec 2003
36  24  35   7  17  40  28  # 27. Dec 2003
 5  37  15  16  48  41   3  # 03. Jan 2004
45  42  33  14  13   9  48  # 10. Jan 2004
34  35  28  40  20  49  19  # 17. Jan 2004
14   9  26  20  12  48  39  # 24. Jan 2004
30  22  32  48  16  49  11  # 31. Jan 2004
26  23  20  17  28  14  37  # 07. Feb 2004
37  35  32  46  25  23  48  # 14. Feb 2004
14  38  28   5   9  49  26  # 21. Feb 2004
24   6  38  18  29   1  41  # 28. Feb 2004
38  46  24   1  37   3  20  # 06. Mar 2004
28  32   6  48  21  20  30  # 13. Mar 2004
16  27  24  32  10   3  11  # 20. Mar 2004
26  40  49  47  30  28  13  # 27. Mar 2004
43  30   2  16  10   1   6  # 03. Apr 2004
25  49  43   5   3  47  40  # 10. Apr 2004
24  18  26  33  29  32  27  # 17. Apr 2004
40  33  13   1  37  30  29  # 24. Apr 2004
49   8  27   9  22  29   1  # 01. Mai 2004
33  44  43   4  11  37  13  # 08. Mai 2004
 3  34  23   8  32  29  43  # 15. Mai 2004
44  43  26  31   5  18  14  # 22. Mai 2004
14   3   4  24  18  40  37  # 29. Mai 2004
34  19  15  31  41  44   4  # 05. Jun 2004
 3   6  36  13  30  12  45  # 12. Jun 2004
22  19  27  31  40  26  43  # 19. Jun 2004
40  35  30  18  31  33  38  # 26. Jun 2004
20  16   4  49  36  17  44  # 03. Jul 2004
39  46  40   4  31   2  21  # 10. Jul 2004
25  24  10  41  23  27  17  # 17. Jul 2004
13  48   2  27  37   9  47  # 24. Jul 2004
48   6   9  44  33   3  38  # 31. Jul 2004
 7   5  39  35  26  45  28  # 07. Aug 2004
12   3  48  40  37  49  30  # 14. Aug 2004
21   6  31   1  27  47  35  # 21. Aug 2004
21   1  12  36  31  40  10  # 28. Aug 2004
40  11   4  19   3   1   5  # 04. Sep 2004
 6  10  16  31  12  17  35  # 11. Sep 2004
 5  17  26  22   1  41   7  # 19. Sep 2004
 5   7  28  33  39  42  37  # 25. Sep 2004
45  19  29  42  28  11   5  # 02. Oct 2004
47  11  21  22  15  27  34  # 09. Oct 2004
23  28  29  21   6   7   4  # 16. Oct 2004
48  26  32  29  40  34  49  # 23. Oct 2004
47  30  40  39  27  10  34  # 30. Oct 2004
33  45  16  47  36  24  42  # 06. Nov 2004
27   5  41  43  46  42  16  # 13. Nov 2004
49  33  46   7  18  19  31  # 20. Nov 2004
47  39  41  36  18  27  13  # 27. Nov 2004
 2  36   8  40  38  17  29  # 04. Dec 2004
 9  42  35  33   7   3  30  # 11. Dec 2004
16  12   1  22  30  10  35  # 18. Dec 2004
22  47  41   9  48  13  44  # 25. Dec 2004
27  44  22  21  36   2  38  # 01. Jan 2005
 2  14   5  42  39  35  25  # 08. Jan 2005
41  17  45  28  37   6  10  # 15. Jan 2005
35   2   4  47  39  23  29  # 22. Jan 2005
14  23  28   9  36  21  47  # 29. Jan 2005
 7  11  17  42  21  18  12  # 05. Feb 2005
27  41  16  33  31  36  44  # 12. Feb 2005
41  45  42  36  26   9  29  # 19. Feb 2005
16   7  37  23  25   1  44  # 26. Feb 2005
47   8   5  16  43  26  49  # 05. Mar 2005
39   3   6  24  20   2  42  # 12. Mar 2005
 5   4   9   7  49  48  23  # 19. Mar 2005
 2   7  21  34  35  48  32  # 26. Mar 2005
 5  49   8  37  43  18  22  # 02. Apr 2005
11  30  39  40  32  29  41  # 09. Apr 2005
24   1  19  18  36  26  38  # 16. Apr 2005
13   4  37   7  21  49  48  # 23. Apr 2005
34  18  22   8  48  31   4  # 30. Apr 2005
38  43   9  29  25   6  44  # 07. Mai 2005
35  38  37  14  30  25  29  # 14. Mai 2005
21  41  40  37  49   2   4  # 21. Mai 2005
34  29  28   7   6  43  16  # 29. Mai 2005
19  25  43  47   1   6  40  # 04. Jun 2005
29  24  18   9  30  13  35  # 11. Jun 2005
49  18  26  27   8  28  33  # 18. Jun 2005
24   5  20  40  21  17  28  # 25. Jun 2005
41  12  40  17   1  29  42  # 02. Jul 2005
48  27   4   5  40  42  21  # 09. Jul 2005
 1  42  49  30  25  31  17  # 16. JUl 2005
46   2  37  14  47  45  13  # 23. Jul 2005
45  19  42  12  22  43  18  # 30. Jul 2005
24  33  23   7   1  42   3  # 06. Aug 2005
34  35  10  25  44  26  45  # 13. Aug 2005
 1   2  40  17  22  18  44  # 20. Aug 2005
23  42   1   9  38  47  20  # 27. Aug 2005
20  46  49  41   5  24  44  # 03. Sep 2005
37  48  17  31  19  27  22  # 10. Sep 2005
29  16   8  17  28  43  12  # 17. Sep 2005
48   9  26  23  40  25  36  # 24. Sep 2005
20  37   9  47  44  14   4  # 01. Oct 2005
 5  25  43  14  49   6  36  # 08. Oct 2005
 3  40  36   9  15  43  28  # 15. Oct 2005
31  11   9  26  47   4   8  # 22. Oct 2005
18   5  31  11  30   2  45  # 29. Oct 2005
47  40  29   5   7  46  24  # 05. Nov 2005
33  16  28  12  36  40  35  # 12. Nov 2005
40   4  49  38   1  30  18  # 19. Nov 2005
34  12   5  21  40  32  25  # 26. Nov 2005
17  49   6  47  36   2   8  # 03. Dec 2005
 7  46  30  33  28   2  15  # 10. Dec 2005
 3  22  10  42  41   9   4  # 17. Dec 2005
38   8  30  24  36  19  16  # 24. Dec 2005
42  36  13  21  44  35  30  # 31. Dec 2005
31  26  17   3  21  19  34  # 07. Jan 2006
10  19  39  31  27  14   4  # 14. Jan 2006
 6  27  17  39  35  20  19  # 21. Jan 2006
33  49   5  38  37  40   7  # 28. Jan 2006
26  43  28  39  35  27  41  # 04. Feb 2006
 1  45  14  26  10  49  29  # 11. Feb 2006
18   5  40   6   4  21  10  # 18. Feb 2006
18  10  21  36  17   9  34  # 25. Feb 2006
36  17  37  11  23   7  27  # 04. Mar 2006
46  48  12   3   9  36  45  # 11. Mar 2006
 5   9  17  47  43  38  44  # 18. Mar 2006
21  10   3  28  12  32  46  # 25. Mar 2006
25  39   6   4  21  35  15  # 01. Apr 2006
17  44  25   3  10  46   7  # 08. Apr 2006
 2  18   4   8   5  40  16  # 15. Apr 2006
44  24   9  39   3  35  45  # 22. Apr 2006
38  48  37  22  12  25  35  # 29. Apr 2006
28  15  31   5  26  37  20  # 06. Mai 2006
45  26  40  27  12   9  31  # 13. Mai 2006
25  19  40  49  42  10  30  # 20. Mai 2006
22  14  29  35  30  43   6  # 27. Mai 2006
 3  24   1  10  49  17   4  # 03. Jun 2006
29  29  19  13  25  44  22  # 10. Jun 2006
45  31  10  41  40  49  37  # 17. Jun 2006
48  22  30  47   5  13  25  # 24. Jun 2006
12  25   6  27  18  35  22  # 01. Jul 2006
30   9  31  24  28  49  48  # 08. Jul 2006
30   5  28  25  40  41   8  # 15. Jul 2006
31  41  37   5  25   3  17  # 22. Jul 2006
21  13  25  34  48  17  44  # 29. Jul 2006
 7  43   1   9  46  12   8  # 05. Aug 2006
14  42  32   5   1  48  30  # 12. Aug 2006
 4  24   8  33   5  43   1  # 19. Aug 2006
 1  20  39  24  25   4  18  # 26. Aug 2006
38  46  36  48   6  34  49  #  2. Sep 2006
42  23  43  47   2  13  40  #  9. Sep 2006
 7  17  16  47   9   5  36  # 16. Sep 2006
48  38   3  14  31  35  43  # 23. Sep 2006
42  10  35  17  27  46  18  # 30. Sep 2006
30  34  31  41  48  28  17  #  7. Oct 2006
39   6  34  30   7  33  44  # 14. Oct 2006
17   1  21  47  39  24   2  # 21. Oct 2006
44   1  30  48  49   7   2  # 28. Oct 2006
31  14  46   6  39  28   1  #  4. Nov 2006
49  13  28  47   1  19  32  # 11. Nov 2006
38  43  28   2   1   8  14  # 18. Nov 2006
42  49  33  27  41  34   6  # 25. Nov 2006
 4  42   9  44  17  45  19  #  2. Dec 2006
34  26  12   7  24  33  38  #  9. Dec 2006
 4  31  49  19  48  23  30  # 16. Dec 2006
41  11  16  36  38   3   9  # 23. Dec 2006
16   1  44  47  23  39  12  # 30. Dec 2006
10  11  38   5  35  39  48  # 06. Jan 2007
 8  41  19  47  38  29  25  # 13. Jan 2007
27  19  38  36  33  28  31  # 20. Jan 2007
40  45  18  27  44  15  24  # 27. Jan 2007
27  34  21   5  36  18   9  #  3. Feb 2007
16  26  20  38   4  32   1  # 10. Feb 2007
 1  31  39  34  14  49  11  # 17. Feb 2007
13  33  14  36   8  11  20  # 24. Feb 2007
16   7  26   4  29  23  28  # 03. Mar 2007
42  49  18  23   5  30  12  # 10. Mar 2007
 6  11  26   9  10  22  34  # 17. Mar 2007
25  32  29  28  24   1  44  # 24. Mar 2007
15   2  28  31  35  33  17  # 31. Mar 2007
33  17   8   6  49  29   5  #  7. Apr 2007
49  41  44  45  34  37  19  # 14. Apr 2007
 3  13   1   6  19  46   9  # 21. Apr 2007
30  15  19  39  37   8  16  # 28. Apr 2007
32  15  20  13  37  49  19  # 05. Mai 2007
21  22  31  28  17  42  14  # 12. Mai 2007
 9   4  21  29  34   7  18  # 19. Mai 2007
 1  17  25  26  41  42  23  # 26. Mai 2007
